resourceId;rs;difficulty_rank;question;explanation;errorRate;responseTime;answers
4273;693;1;"[[""img"",3725],[""input"",{""answer"":[""19""],""style"":""separate""}]]";;0.08;4900;2083
4274;693;1;"[[""img"",3727],[""input"",{""answer"":[""20""],""style"":""separate""}]]";;0.06;3950;2106
4278;781;3;"[[""latex"",""3^{x-3}=9""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""5""],""style"":""inline""}]]";"[[""latex"",""3^{x-3}=9""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 3.""],[""latex"",""3^{x-3}=3^2""],[""text"",""Porovnáme exponenty.""],[""latex"",""x-3=2""],[""text"",""Přičteme 3 k oběma stranám rovnice.""],[""latex"",""x=5""]]";0.45;15850;992
4279;781;3;"[[""latex"",""3^x-3=6""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";"[[""latex"",""3^x-3=6""],[""text"",""Přičteme 3 k oběma stranám rovnice.""],[""latex"",""3^x=9""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 3.""],[""latex"",""3^x=3^2""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=2""]]";0.43;22500;483
4280;781;3;"[[""latex"",""3^3\\cdot 2^x=6^3""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3""],""style"":""inline""}]]";"[[""latex"",""3^3\\cdot 2^x=6^3""],[""text"",""Upravíme mocniny na obou stranách rovnice.""],[""latex"",""27\\cdot 2^x=216""],[""text"",""Vydělíme obě strany rovnice číslem 27.""],[""latex"",""2^x=8""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^x=2^3""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=3""]]";0.6;45139;479
4281;781;3;"[[""latex"",""9^x=3^4""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";"[[""latex"",""9^x=3^4""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 3.""],[""latex"",""(3^2)^x=3^4""],[""text"",""Vynásobíme exponenty na levé straně rovnice.""],[""latex"",""3^2x=3^4""],[""text"",""Porovnáme exponenty.""],[""latex"",""2x=4""],[""text"",""Vydělíme obě strany rovnice číslem 2.""],[""latex"",""x=2""]]";0.24;18055;490
4282;781;3;"[[""latex"",""5\\cdot 5^x=1""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-1""],""style"":""inline""}]]";"[[""latex"",""5\\cdot 5^x=1""],[""text"",""Vydělíme obě strany rovnice číslem 5.""],[""latex"",""5^x=\\frac{1}{5}""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 5.""],[""latex"",""5^x=5^{-1}""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=-1""]]";0.64;28250;500
4283;781;3;"[[""latex"",""25=5^x\\cdot 5^x""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""1""],""style"":""inline""}]]";"[[""latex"",""25=5^x\\cdot 5^x""],[""text"",""Pravou stranu rovnice upravíme na jednu mocninu o základu 5.""],[""latex"",""25=5^{2x}""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 5.""],[""latex"",""5^2=5^{2x}""],[""text"",""Porovnáme exponenty.""],[""latex"",""2=2x""],[""text"",""Vydělíme obě strany rovnice číslem 2.""],[""latex"",""1=x""]]";0.34;23450;503
4284;781;3;"[[""latex"",""2^{1-x}=5^{x-1}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""1""],""style"":""inline""}]]";"[[""latex"",""2^{1-x}=5^{x-1}""],[""textlatex"",""Vydělíme obě strany rovnice výrazem ${2^{1-x}}$.""],[""latex"",""1=\\frac{5^{x-1}}{2^{{1-x}}}""],[""text"",""Výraz ve jmenovateli převedeme s opačným znaménkem exponentu do čitatele.""],[""latex"",""1=5^{x-1}\\cdot 2^{x-1}""],[""text"",""Upravíme pravou stranu rovnice na mocninu se stejným exponentem.""],[""latex"",""1=10^{x-1}""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 10.""],[""latex"",""10^0=10^{x-1}""],[""text"",""Porovnáme exponenty.""],[""latex"",""0=x-1""],[""text"",""Přičteme 1 k oběma stranám rovnice.""],[""latex"",""1=x""]]";0.65;43596;493
4285;781;3;"[[""latex"",""\\left(\\frac{1}{5}\\right)^x=5^{x+4}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-2""],""style"":""inline""}]]";"[[""latex"",""\\left(\\frac{1}{5}\\right)^x=5^{x+4}""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 5.""],[""latex"",""5^{-x}=5^{x+4}""],[""text"",""Porovnáme exponenty.""],[""latex"",""-x=x+4""],[""textlatex"",""Odečteme $x$ od obou stran rovnice.""],[""latex"",""-2x=4""],[""text"",""Vydělíme obě strany rovnice číslem -2.""],[""latex"",""x=-2""]]";0.46;40850;502
4286;781;3;"[[""latex"",""2^x+2^{x+1}=12""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";"[[""latex"",""2^x+2^{x+1}=12""],[""textlatex"",""Výraz $2^{x+1}$ rozložíme na součin dvou mocnin.""],[""latex"",""2^x+2^x\\cdot 2^1=12""],[""textlatex"",""Na levé straně rovnice vytkneme výraz $2^x$.""],[""latex"",""2^x(1+2)=12""],[""text"",""Sečteme čísla v závorce.""],[""latex"",""2^x\\cdot 3=12""],[""text"",""Vydělíme obě strany rovnice číslem 3.""],[""latex"",""2^x=4""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^x=2^2""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=2""]]";0.45;46950;463
4287;781;3;"[[""latex"",""2^{x+2}=2^x+24""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3""],""style"":""inline""}]]";"[[""latex"",""2^{x+2}=2^x+24""],[""textlatex"",""Odečteme $2^x$ od obou stran rovnice.""],[""latex"",""2^{x+2}-2^x=24""],[""textlatex"",""Výraz $2^{x+2}$ rozložíme na součin dvou mocnin.""],[""latex"",""2^x\\cdot 2^2 -2^x=24""],[""textlatex"",""Na levé straně rovnice vytkneme výraz $2^x$.""],[""latex"",""2^x(2^2-1)=24""],[""text"",""Sečteme čísla v závorce.""],[""latex"",""2^x\\cdot 3=24""],[""text"",""Vydělíme obě strany rovnice číslem 3.""],[""latex"",""2^x=8""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^x=2^3""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=3""]]";0.56;67025;464
4288;781;3;"[[""latex"",""2^{x+1}+2^{x+2}=\\frac{3}{4}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-3""],""style"":""inline""}]]";"[[""latex"",""2^{x+1}+2^{x+2}=\\frac{3}{4}""],[""text"",""Výrazy na levé straně rovnice rozložíme na součin dvou mocnin.""],[""latex"",""2^x\\cdot 2^1 +2^x\\cdot 2^2=\\frac{3}{4}""],[""textlatex"",""Na levé straně rovnice vytkneme výraz $2^x$.""],[""latex"",""2^x(2^1+2^2)=\\frac{3}{4}""],[""text"",""Sečteme čísla v závorce.""],[""latex"",""2^x\\cdot 6=\\frac{3}{4}""],[""text"",""Vydělíme obě strany rovnice číslem 6.""],[""latex"",""2^x=\\frac{3}{24}""],[""text"",""Zlomek na pravé straně rovnice upravíme na základní tvar.""],[""latex"",""2^x=\\frac{1}{8}""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^x=2^{-3}""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=-3""]]";0.7;74050;451
4289;781;3;"[[""latex"",""3^{2x}-3^x=6""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""1""],""style"":""inline""}]]";"[[""latex"",""3^{2x}-3^x=6""],[""textlatex"",""Vyraz $3^{2x}$ upravime.""],[""latex"",""(3^x)^2-3^x=6.""],[""textlatex"",""Zavedeme substituci $3^x=t$.""],[""latex"",""t^2-t=6""],[""text"",""Odečteme 6 od obou stran rovnice.""],[""latex"",""t^2-t-6=0""],[""text"",""Pravou stranu rovnice rozložíme na součin.""],[""latex"",""(t-3)(t+2)=0""],[""text"",""Dostaneme dvě řešení.""],[""latex"",""t_1=3, t_2=-2""],[""textlatex"",""Dosadíme do substituce první řešení $t_1=3$.""],[""latex"",""3^x=3""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 3.""],[""latex"",""3^x=3^1""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=1""],[""textlatex"",""Dosadíme do substituce druhé řešení $t_2=-2$.""],[""latex"",""3^x=-2""],[""text"",""Tato rovnice nemá řešení, protože exponenciální funkce je vždy kladná.""]]";0.64;52100;519
4290;781;3;"[[""latex"",""5^{\\frac{x}{3}}=125""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""9""],""style"":""inline""}]]";"[[""latex"",""5^{\\frac{x}{3}}=125""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 5.""],[""latex"",""5^{\\frac{x}{3}}=5^3""],[""text"",""Porovnáme exponenty.""],[""latex"",""\\frac{x}{3}=3""],[""text"",""Obě strany rovnice vynásobíme číslem 3.""],[""latex"",""x=9""]]";0.45;29100;511
4291;781;3;"[[""latex"",""4^{\\frac{x-4}{2}}=2""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""5""],""style"":""inline""}]]";"[[""latex"",""4^{\\frac{x-4}{2}}=2""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^{2\\frac{x-4}{2}}=2""],[""text"",""Porovnáme exponenty.""],[""latex"",""2\\frac{x-4}{2}=1""],[""text"",""Krácením upravíme levou stranu rovnice.""],[""latex"",""x-4=1""],[""text"",""Přičteme 4 k oběma stranám rovnice.""],[""latex"",""x=5""]]";0.58;35450;481
4292;781;3;"[[""latex"",""2^{10-x}=16^x""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";"[[""latex"",""2^{10-x}=16^x""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^{10-x}=2^4x""],[""text"",""Porovnáme exponenty.""],[""latex"",""10-x=4x""],[""textlatex"",""Přičteme $x$ k oběma stranám rovnice.""],[""latex"",""10=5x""],[""text"",""Vydělíme obě strany rovnice číslem 5.""],[""latex"",""2=x""]]";0.42;37850;481
4293;781;3;"[[""latex"",""10^x-10^{x-1}=900""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3""],""style"":""inline""}]]";"[[""latex"",""10^x-10^{x-1}=900""],[""textlatex"",""Výraz $10^{x-1}$ rozložíme na součin dvou mocnin.""],[""latex"",""10^x-10^x\\cdot 10^{-1}=900""],[""textlatex"",""Na levé straně rovnice vytkneme výraz $10^x$.""],[""latex"",""10^x(1-10^{-1})=900""],[""textlatex"",""Výraz $10^{-1}$ převedeme na zlomek.""],[""latex"",""10^x\\left(1-\\frac{1}{10}\\right)=900""],[""text"",""Na levé straně rovnice sečteme zlomky v závorce.""],[""latex"",""10^x\\cdot\\frac{9}{10}=900""],[""text"",""Obě strany rovnice vynásobíme číslem 10.""],[""latex"",""10^x\\cdot 9=9\\,000""],[""text"",""Obě strany rovnice vydělíme číslem 9.""],[""latex"",""10^x=1\\,000""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 10.""],[""latex"",""10^x=10^3""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=3""]]";0.61;51600;479
4294;781;3;"[[""latex"",""\\left(\\frac{1}{2}\\right)^{x+3}=8""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-6""],""style"":""inline""}]]";"[[""latex"",""\\left(\\frac{1}{2}\\right)^{x+3}=8""],[""text"",""Upravíme obě strany rovnice na mocninu o základu 2.""],[""latex"",""2^{-(x+3)}=2^3""],[""text"",""Porovnáme exponenty.""],[""latex"",""-(x+3)=3""],[""text"",""Odstraníme závorku na levé straně rovnice.""],[""latex"",""-x-3=3""],[""text"",""Přičteme 3 k oběma stranám rovnice.""],[""latex"",""-x=6""],[""text"",""Obě strany rovnice vydělíme číslem -1.""],[""latex"",""x=-6""]]";0.55;45881;510
4295;781;3;"[[""latex"",""4\\cdot 2^{x+2}=\\frac{1}{2}\\cdot 2^{1-x}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""-2""],""style"":""inline""}]]";"[[""latex"",""4\\cdot 2^{x+2}=\\frac{1}{2}\\cdot 2^{1-x}""],[""text"",""Konstanty na obou stranách rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^2\\cdot 2^{x+2}=2^{-1}\\cdot 2^{1-x}""],[""text"",""Obě strany rovnice upravíme na jednu mocninu o základu 2.""],[""latex"",""2^{2+x+2}=2^{-1+1-x}""],[""text"",""Porovnáme exponenty.""],[""latex"",""2+x+2=-1+1-x""],[""text"",""Upravíme obě strany rovnice.""],[""latex"",""4+x=-x""],[""textlatex"",""Odečteme $x$ od obou stran rovnice.""],[""latex"",""4=-2x""],[""text"",""Obě strany rovnice vydělíme číslem -2.""],[""latex"",""-2=x""]]";0.66;70950;462
4296;781;3;"[[""latex"",""5^x=100+5^{x-1}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3""],""style"":""inline""}]]";"[[""latex"",""5^x=100+5^{x-1}""],[""textlatex"",""Odečteme $5^{x-1}$ od obou stran rovnice.""],[""latex"",""5^x-5^{x-1}=100""],[""textlatex"",""Výraz $5^{x-1}$ rozložíme na součin dvou mocnin.""],[""latex"",""5^x-5^x\\cdot 5^{-1}=100""],[""textlatex"",""Na levé straně rovnice vytkneme výraz $5^x$.""],[""latex"",""5^x(1-5^{-1})=100""],[""textlatex"",""Výraz $5^{-1}$ převedeme na zlomek.""],[""latex"",""5^x\\left(1-\\frac{1}{5}\\right)=100""],[""text"",""Na levé straně rovnice sečteme zlomky v závorce.""],[""latex"",""5^x\\cdot\\frac{4}{5}=100""],[""text"",""Obě strany rovnice vynásobíme číslem 5.""],[""latex"",""5^x\\cdot 4=500""],[""text"",""Obě strany rovnice vydělíme číslem 4.""],[""latex"",""5^x=125""],[""text"",""Pravou stranu rovnice upravíme na mocninu o základu 5.""],[""latex"",""5^x=5^3""],[""text"",""Porovnáme exponenty.""],[""latex"",""x=3""]]";0.65;65450;478
4297;781;3;"[[""latex"",""9^x=3^{x+2}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";"[[""latex"",""9^x=3^{x+2}""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 3.""],[""latex"",""3^{2x}=3^{x+2}""],[""text"",""Porovnáme exponenty.""],[""latex"",""2x=x+2""],[""textlatex"",""Odečteme $x$ od obou stran rovnice.""],[""latex"",""x=2""]]";0.37;28200;509
4298;781;3;"[[""latex"",""4^x=2^{x+3}""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3""],""style"":""inline""}]]";"[[""latex"",""4^x=2^{x+3}""],[""text"",""Levou stranu rovnice upravíme na mocninu o základu 2.""],[""latex"",""2^{2x}=2^{x+3}""],[""text"",""Porovnáme exponenty.""],[""latex"",""2x=x+3""],[""textlatex"",""Odečteme $x$ od obou stran rovnice.""],[""latex"",""x=3""]]";0.3;27606;507
4299;764;2;"[[""img"",3743],[""input"",{""answer"":[""90""],""style"":""separate""}]]";;0.31;4550;973
4300;764;2;"[[""img"",3760],[""input"",{""answer"":[""90""],""style"":""separate""}]]";;0.23;4525;500
4301;764;2;"[[""img"",3745],[""input"",{""answer"":[""90""],""style"":""separate""}]]";;0.36;7907;475
4302;764;2;"[[""img"",3755],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.41;6946;502
4303;764;2;"[[""img"",3748],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.47;12150;520
4304;764;2;"[[""img"",3746],[""input"",{""answer"":[""135""],""style"":""separate""}]]";;0.86;29579;502
4305;764;2;"[[""img"",3753],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.6;22550;511
4306;764;2;"[[""img"",3750],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.64;14700;540
4307;764;2;"[[""img"",3762],[""input"",{""answer"":[""67,5"",""67.5""],""style"":""separate""}]]";;0.87;48750;516
4308;764;2;"[[""img"",3744],[""input"",{""answer"":[""45""],""style"":""separate""}]]";;0.67;12425;475
4309;764;2;"[[""img"",3763],[""input"",{""answer"":[""108""],""style"":""separate""}]]";;0.88;18500;507
4310;764;2;"[[""img"",3759],[""input"",{""answer"":[""72""],""style"":""separate""}]]";;0.84;29500;493
4311;764;2;"[[""img"",3752],[""input"",{""answer"":[""72""],""style"":""separate""}]]";;0.74;19725;479
4312;764;2;"[[""img"",3761],[""input"",{""answer"":[""54""],""style"":""separate""}]]";;0.91;19625;489
4313;764;2;"[[""img"",3749],[""input"",{""answer"":[""36""],""style"":""separate""}]]";;0.92;37025;496
4314;764;2;"[[""img"",3765],[""input"",{""answer"":[""120""],""style"":""separate""}]]";;0.73;9975;502
4315;764;2;"[[""img"",3754],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.68;15100;506
4316;764;2;"[[""img"",3747],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.53;10454;505
4317;764;2;"[[""img"",3756],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.56;10520;511
4318;764;2;"[[""img"",3742],[""input"",{""answer"":[""30""],""style"":""separate""}]]";;0.71;19100;484
4319;764;2;"[[""img"",3764],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.35;5850;506
4320;764;2;"[[""img"",3766],[""input"",{""answer"":[""120""],""style"":""separate""}]]";;0.49;12300;535
4321;764;2;"[[""img"",3758],[""input"",{""answer"":[""120""],""style"":""separate""}]]";;0.59;14167;506
4322;764;2;"[[""img"",3751],[""input"",{""answer"":[""30""],""style"":""separate""}]]";;0.54;10125;477
4323;764;2;"[[""img"",3757],[""input"",{""answer"":[""60""],""style"":""separate""}]]";;0.49;10700;506
4324;771;1;"[[""latex"",""x+5=7""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";;0.08;4350;4815
4325;771;1;"[[""latex"",""x-4=6""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""10""],""style"":""inline""}]]";;0.12;6460;4861
4326;771;1;"[[""latex"",""3+x=11""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""8""],""style"":""inline""}]]";;0.16;7200;4779
4327;771;1;"[[""latex"",""3\\cdot x=21""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""7""],""style"":""inline""}]]";;0.09;5400;4859
4328;771;1;"[[""latex"",""x-8=12""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""20""],""style"":""inline""}]]";;0.16;7600;4745
4329;771;1;"[[""latex"",""x-1=7""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""8""],""style"":""inline""}]]";;0.09;4650;4780
4330;772;1;"[[""latex"",""9-x=4""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""5""],""style"":""inline""}]]";"[[""latex"",""9-x=4""],[""text"",""Odečteme 9 od obou stran rovnice.""],[""latex"",""-x=-5""],[""text"",""Vydělíme obě strany rovnice číslem -1 (tj. na obou stranách změníme znaménko).""],[""latex"",""x=5""]]";0.21;7550;3181
4331;771;1;"[[""latex"",""x:5=4""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""20""],""style"":""inline""}]]";;0.1;5612;4827
4332;771;1;"[[""latex"",""x:6=3""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""18""],""style"":""inline""}]]";;0.26;7600;4810
4333;772;1;"[[""latex"",""x+x+x=12""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""4""],""style"":""inline""}]]";"[[""latex"",""x+x+x=12""],[""text"",""Upravíme levou stranu rovnice.""],[""latex"",""3x=12""],[""text"",""Vydělíme obě strany rovnice číslem 3.""],[""latex"",""x=4""]]";0.14;7100;3174
4334;771;1;"[[""latex"",""3=x+1""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""2""],""style"":""inline""}]]";;0.09;4750;4751
4335;771;1;"[[""latex"",""9=6+x""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""3""],""style"":""inline""}]]";;0.08;5700;4744
4336;771;1;"[[""latex"",""14=x-2""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""16""],""style"":""inline""}]]";;0.18;7800;4797
4337;771;1;"[[""latex"",""20=x+5""],[""latex"",""x = "",{""inline"":1}],[""input"",{""answer"":[""15""],""style"":""inline""}]]";;0.09;6000;4886
4338;795;3;"[[""instructions"",""#exercise_vpisovacka-template_pst_dec_nebo_zlomek#""],[""text"",""Jaká je pravděpodobnost, že na kostce padne číslo větší než 3?""],[""input"",{""answer"":[""0,5"",""0,50"",""1\/2"",""3\/6""],""style"":""separate""}]]";;0.46;12857;182
4339;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 5 a 10?""],[""input"",{""answer"":[""5""],""style"":""separate""}]]";;0.16;4600;1719
4340;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 25 a 30?""],[""input"",{""answer"":[""5""],""style"":""separate""}]]";;0.12;6436;1685
4341;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 1 a 2?""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.1;3950;1685
4342;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 27 a 18?""],[""input"",{""answer"":[""9""],""style"":""separate""}]]";;0.38;8574;1634
4343;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 13 a 21?""],[""input"",{""answer"":[""1""],""style"":""separate""}]]";;0.23;10700;1662
4344;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 6 a 8?""],[""input"",{""answer"":[""2""],""style"":""separate""}]]";;0.15;6300;1690
4345;722;2;"[[""text"",""Jaký je největší společný dělitel čísel 12 a 6?""],[""input"",{""answer"":[""6""],""style"":""separate""}]]";;0.26;5370;1710
